_id,Collection unit ID,Department,Division,Section,Collection unit name,Taxon,Taxon rank,Taxon ID,Taxon ID source,Informal taxon,Type collection,Geographic origin,Earliest geological period,Latest geological period,Item type,Preservation method,Curatorial unit type,Bibliographic level,Fond reference,Reporting count,Reporting metric used,Item count,Item count confidence,Curatorial unit count,Curatorial unit count confidence,C1: Physical accessibility,S1: Strategy/mission/research,S2: Scope and depth,S3: Significance by comparison,S4: Usage,I1: Digitisation,I2: Identification,I4: Development potential,O1: Education suitability,O3: Exhibition suitability
8295,2409,Life Sciences,LS Insects,Diptera and Siphonaptera,"Stratiomyidae (dry pinned collection, British)",Stratiomyidae,family,06d4a7d6f54ae7884350838be4b34001,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,4923,Item count,4923,Precise,4923,Precise,5,5,5,4,4,5,5,5,5,5
8296,2410,Life Sciences,LS Insects,Diptera and Siphonaptera,Stratiomyidae (dry pinned collection),Stratiomyidae,family,06d4a7d6f54ae7884350838be4b34001,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,16600,Item count,16600,Medium,16600,Medium,3.8,5,3,4,4,1.3,3.4,5,4.2,4.2
8297,2412,Life Sciences,LS Insects,Diptera and Siphonaptera,Stratiomyidae (slide collection),Stratiomyidae,family,06d4a7d6f54ae7884350838be4b34001,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,16,Item count,16,Precise,16,Precise,5,5,1,1,3,1,4,5,5,5
8298,2413,Life Sciences,LS Insects,Diptera and Siphonaptera,"Stratiomyidae (spirit collection, bulk samples & sorted)",Stratiomyidae,family,06d4a7d6f54ae7884350838be4b34001,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,100,Item count,100,High,100,Medium,5,5,1,1,2,1,4,5,5,5
8299,2414,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tabanidae (dry pinned collection, British)",Tabanidae,family,4365e7c2b500137f9334b7d8e632e943,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,3319,Item count,3319,Precise,3319,Precise,4.9,5,5,4,4,4.6,5,5,5,5
8300,2415,Life Sciences,LS Insects,Diptera and Siphonaptera,Tabanidae (dry pinned collection),Tabanidae,family,4365e7c2b500137f9334b7d8e632e943,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,41550,Item count,41550,Medium,41550,Medium,4,5,5,5,4,1.3,3.79,5,4.2,4.2
8301,2417,Life Sciences,LS Insects,Diptera and Siphonaptera,Tabanidae (slide collection),Tabanidae,family,4365e7c2b500137f9334b7d8e632e943,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,323,Item count,323,Precise,323,Precise,4,5,3,4,3,1,5,5,5,5
8302,2418,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tabanidae (spirit collection, bulk samples & sorted)",Tabanidae,family,4365e7c2b500137f9334b7d8e632e943,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,2700,Item count,2700,Medium,370,Medium,5,5,1,2,2,1,3.6,5,5,5
8303,2419,Life Sciences,LS Insects,Diptera and Siphonaptera,"Therevidae (dry pinned collection, British)",Therevidae,family,b0b078533a144aa38d444cbd06811191,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,1018,Item count,1018,Precise,1018,Precise,4,5,4,4,3,1,4,5,5,5
8304,2420,Life Sciences,LS Insects,Diptera and Siphonaptera,Therevidae (dry pinned collection),Therevidae,family,b0b078533a144aa38d444cbd06811191,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,3143,Item count,3143,Precise,3143,Precise,5,5,3,4,4,1.3,4,5,4.2,4.2
8305,2422,Life Sciences,LS Insects,Diptera and Siphonaptera,Therevidae (slide collection),Therevidae,family,b0b078533a144aa38d444cbd06811191,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,5,Item count,5,Precise,5,Precise,5,5,1,1,2,1,4,5,5,5
8306,2423,Life Sciences,LS Insects,Diptera and Siphonaptera,"Therevidae (spirit collection, bulk samples & sorted)",Therevidae,family,b0b078533a144aa38d444cbd06811191,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,100,Item count,100,High,20,Precise,5,5,1,1,2,1,4,5,5,5
8307,2424,Life Sciences,LS Insects,Diptera and Siphonaptera,Vermileonidae (dry pinned collection),Vermileonidae,family,cd24db01998e13cfcb6afc9c09d7772d,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,123,Item count,123,Precise,123,Precise,3.8,5,4,4,4,1.3,2.6,5,4.2,4.2
8308,2425,Life Sciences,LS Insects,Diptera and Siphonaptera,Vermileonidae (slide collection),Vermileonidae,family,cd24db01998e13cfcb6afc9c09d7772d,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,2,Item count,2,Precise,2,Precise,5,5,1,1,2,1,3,5,5,5
8309,2426,Life Sciences,LS Insects,Diptera and Siphonaptera,"Vermileonidae (spirit collection, bulk samples & sorted)",Vermileonidae,family,cd24db01998e13cfcb6afc9c09d7772d,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,50,Item count,50,High,4,Precise,5,5,4,4,2,1,4,5,3,1
8310,2427,Life Sciences,LS Insects,Diptera and Siphonaptera,"Xylomyidae (dry pinned collection, British)",Xylomyidae,family,b226ca75d365e2d4101f2d6ce5347d80,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,170,Item count,170,Precise,170,Precise,4,5,4,4,3,5,4,5,5,5
8311,2428,Life Sciences,LS Insects,Diptera and Siphonaptera,Xylomyidae (dry pinned collection),Xylomyidae,family,b226ca75d365e2d4101f2d6ce5347d80,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,353,Item count,353,Precise,353,Precise,5,5,4,3,3,1.3,2.83,5,4.2,4.2
8312,2429,Life Sciences,LS Insects,Diptera and Siphonaptera,"Xylophagidae (dry pinned collection, British)",Xylophagidae,family,e25c10810c6bd02084bd753a114178f2,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,59,Item count,59,Precise,59,Precise,5,5,4,4,3,5,5,5,5,5
8313,2430,Life Sciences,LS Insects,Diptera and Siphonaptera,Xylophagidae (dry pinned collection),Xylophagidae,family,e25c10810c6bd02084bd753a114178f2,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,177,Item count,177,Precise,177,Precise,5,5,4,4,3,1.3,4,5,4.2,4.2
8314,2432,Life Sciences,LS Insects,Diptera and Siphonaptera,Xylophagidae (slide collection),Xylophagidae,family,e25c10810c6bd02084bd753a114178f2,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,1,Item count,1,Precise,1,Precise,5,5,1,1,2,1,4,5,5,5
8315,2433,Life Sciences,LS Insects,Diptera and Siphonaptera,"Atelestidae (dry pinned collection, British)",Atelestidae,family,5c41f113410d0c7c790388739e48c2c2,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,50,Item count,50,High,50,,5,5,5,3,3,1,4.41,5,5,5
8316,2434,Life Sciences,LS Insects,Diptera and Siphonaptera,Atelestidae (dry pinned collection),Atelestidae,family,5c41f113410d0c7c790388739e48c2c2,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,13,Item count,13,High,13,,5,5,4,3,3,1.92,4.95,5,5,5
8317,2436,Life Sciences,LS Insects,Diptera and Siphonaptera,"Brachystomatidae (dry pinned collection, British)",Brachystomatidae,family,223bfef9b95deb94430a69df29a3772f,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,280,Item count,280,High,280,High,5,5,5,4,3,1,4.41,5,5,5
8318,2437,Life Sciences,LS Insects,Diptera and Siphonaptera,Brachystomatidae (dry pinned collection),Brachystomatidae,family,223bfef9b95deb94430a69df29a3772f,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,80,Item count,80,High,80,High,5,5,4,3,3,2.04,5,5,5,5
8319,2439,Life Sciences,LS Insects,Diptera and Siphonaptera,"Dolichopodidae (dry pinned collection, British)",Dolichopodidae,family,5bd9c91da57e9f6f5a801b96f76e638e,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,23710,Item count,23710,Medium,23710,Medium,4,5,5,4,3,1,4.72,5,5,5
8320,2440,Life Sciences,LS Insects,Diptera and Siphonaptera,Dolichopodidae (dry pinned collection),Dolichopodidae,family,5bd9c91da57e9f6f5a801b96f76e638e,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,26195,Item count,26195,Medium,26195,Medium,4,5,2,3,3,1.22,2.75,5,5,5
8321,2442,Life Sciences,LS Insects,Diptera and Siphonaptera,"Empididae (dry pinned collection, British)",Empididae,family,59675f51e79593111ffb36dbd6a6a125,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,17000,Item count,17000,Medium,17000,Medium,5,5,5,4,3,1,4.41,5,5,5
8322,2443,Life Sciences,LS Insects,Diptera and Siphonaptera,Empididae (dry pinned collection),Empididae,family,59675f51e79593111ffb36dbd6a6a125,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,20145,Item count,20145,Medium,20145,Medium,5,5,3,3,3,1.4,2.2,5,5,5
8323,2445,Life Sciences,LS Insects,Diptera and Siphonaptera,"Hybotidae (dry pinned collection, British)",Hybotidae,family,f4f4b7e7d2442cab6be655ad27ecb6c6,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,7850,Item count,7850,Medium,7850,Medium,5,5,5,3,3,1,4.41,5,5,5
8324,2446,Life Sciences,LS Insects,Diptera and Siphonaptera,Hybotidae (dry pinned collection),Hybotidae,family,f4f4b7e7d2442cab6be655ad27ecb6c6,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,6550,Item count,6550,Medium,6550,Medium,5,5,1,2,3,1.16,2.68,5,5,5
8325,2448,Life Sciences,LS Insects,Diptera and Siphonaptera,"Lonchopteridae (dry pinned collection, British)",Lonchopteridae,family,6ce13ff35ee3b3d45b2c91a9164cd304,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,1600,Item count,1600,Medium,1600,Medium,5,5,5,5,2,1,5,5,4,5
8326,2449,Life Sciences,LS Insects,Diptera and Siphonaptera,Lonchopteridae (dry pinned collection),Lonchopteridae,family,6ce13ff35ee3b3d45b2c91a9164cd304,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,2500,Item count,2500,Medium,2500,Medium,4.44,5,3,4,2,1,3.88,5,4,5
8327,2451,Life Sciences,LS Insects,Diptera and Siphonaptera,Lonchopteridae (slide collection),Lonchopteridae,family,6ce13ff35ee3b3d45b2c91a9164cd304,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,6,Item count,6,High,6,High,5,5,1,4,1,1,5,5,3.49,4.32
8328,2452,Life Sciences,LS Insects,Diptera and Siphonaptera,Sciadoceridae (dry pinned collection),Sciadoceridae ,family,2bda68991ddbf2b55b5c7e66c8a125ad,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,7,Item count,7,High,7,High,5,5,5,5,1,4,5,5,1,1
8329,2453,Life Sciences,LS Insects,Diptera and Siphonaptera,Ironomyiidae (dry pinned collection),Ironomyiidae,family,f9414ed4c31e9dbef2dd060165bf8914,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,3,Item count,3,High,3,High,5,5,4,4,1,4,5,5,1,1
8330,2454,Life Sciences,LS Insects,Diptera and Siphonaptera,"Opetiidae (dry pinned collection, British)",Opetiidae,family,ae4a856baf2c13695578493afc2df0b5,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,121,Item count,121,High,121,High,5,5,5,5,2,1,5,3,4,5
8331,2455,Life Sciences,LS Insects,Diptera and Siphonaptera,Opetiidae (dry pinned collection),Opetiidae,family,ae4a856baf2c13695578493afc2df0b5,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,12,Item count,12,High,12,High,5,5,3,4,2,1,5,3,4,5
8332,2457,Life Sciences,LS Insects,Diptera and Siphonaptera,"Platypezidae (dry pinned collection, British)",Platypezidae,family,763d808dd3d23776bc71ed1ff484569d,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,1750,Item count,1750,Medium,1750,Medium,5,5,5,5,3,1,5,5,4,5
8333,2458,Life Sciences,LS Insects,Diptera and Siphonaptera,Platypezidae (dry pinned collection),Platypezidae,family,763d808dd3d23776bc71ed1ff484569d,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,580,Item count,580,Medium,580,Medium,5,5,2,4,3,1,4.04,5,3.88,4.84
8334,2460,Life Sciences,LS Insects,Diptera and Siphonaptera,Platypezidae (slide collection),Platypezidae,family,763d808dd3d23776bc71ed1ff484569d,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,4,Item count,4,High,4,High,5,5,1,4,1,1,5,5,4,5
8335,2461,Life Sciences,LS Insects,Diptera and Siphonaptera,"Platypezidae (spirit collection, bulk samples & sorted)",Platypezidae,family,763d808dd3d23776bc71ed1ff484569d,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,30,Item count,30,Medium,11,Medium,5,5,1,2,1,1,4,5,4,5
8336,2462,Life Sciences,LS Insects,Diptera and Siphonaptera,"Phoridae (dry pinned collection, British)",Phoridae,family,62df338e6a055c07b250e84a904da8b4,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,13300,Item count,13300,Medium,13300,Medium,4.3,5,4,4,4,1,3.65,5,4,5
8337,2463,Life Sciences,LS Insects,Diptera and Siphonaptera,Phoridae (dry pinned collection),Phoridae,family,62df338e6a055c07b250e84a904da8b4,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,6850,Item count,6850,Medium,6850,Medium,4.44,5,1,4,3,1,4,5,3.97,4.96
8338,2465,Life Sciences,LS Insects,Diptera and Siphonaptera,Phoridae (slide collection),Phoridae,family,62df338e6a055c07b250e84a904da8b4,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,700,Item count,700,Medium,700,Medium,5,5,1,4,4,1,5,5,3.55,4.4
8339,2466,Life Sciences,LS Insects,Diptera and Siphonaptera,"Phoridae (spirit collection, bulk samples & sorted)",Phoridae,family,62df338e6a055c07b250e84a904da8b4,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,1000,Item count,1000,Medium,140,Medium,4.2,5,2,2,2,1,3.6,5,4,5
8340,2467,Life Sciences,LS Insects,Diptera and Siphonaptera,"Pipunculidae (dry pinned collection, British)",Pipunculidae,family,78ac3c8104799745f8a0f41f93d79c7b,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,2800,Item count,2800,Medium,2800,Medium,5,5,5,5,3,1,3.94,5,4,5
8341,2468,Life Sciences,LS Insects,Diptera and Siphonaptera,Pipunculidae (dry pinned collection),Pipunculidae,family,78ac3c8104799745f8a0f41f93d79c7b,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,2000,Item count,2000,Medium,2000,Medium,5,5,2,3,3,1,4.1,5,3.7,4.6
8342,2470,Life Sciences,LS Insects,Diptera and Siphonaptera,Pipunculidae (slide collection),Pipunculidae,family,78ac3c8104799745f8a0f41f93d79c7b,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,28,Item count,28,High,28,High,5,5,1,3,1,1,5,5,4,5
8343,2471,Life Sciences,LS Insects,Diptera and Siphonaptera,"Pipunculidae (spirit collection, bulk samples & sorted)",Pipunculidae,family,78ac3c8104799745f8a0f41f93d79c7b,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,20,Item count,20,Medium,8,High,5,5,1,2,1,1,4,5,4,5
8344,2472,Life Sciences,LS Insects,Diptera and Siphonaptera,"Syrphidae (dry pinned collection, British)",Syrphidae,family,8613c97b8136a49c6a4b458020142f50,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,33514,Item count,33514,High,33514,High,5,5,5,5,4,3.01,5,5,4,5
8345,2473,Life Sciences,LS Insects,Diptera and Siphonaptera,Syrphidae (dry pinned collection),Syrphidae,family,8613c97b8136a49c6a4b458020142f50,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,60000,Item count,60000,Medium,60000,Medium,5,5,3,5,4.01,1,4.8,5,3.94,4.92
8346,2475,Life Sciences,LS Insects,Diptera and Siphonaptera,Syrphidae (slide collection),Syrphidae,family,8613c97b8136a49c6a4b458020142f50,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,57,Item count,57,High,57,High,5,5,1,3,2,1,5,5,3.73,4.64
8347,2476,Life Sciences,LS Insects,Diptera and Siphonaptera,"Syrphidae (spirit collection, bulk samples & sorted)",Syrphidae,family,8613c97b8136a49c6a4b458020142f50,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,1300,Item count,1300,Medium,160,Medium,4.54,5,1,3,2,1,3.77,5,4,5
8348,2477,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tachinidae (dry pinned collection, British)",Tachinidae,family,35048012dbfaad677040cf87eb8e5861,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,23000,Item count,23000,Medium,23000,Medium,4.87,5,5,5,3,1.12,5,5,4,5
8349,2478,Life Sciences,LS Insects,Diptera and Siphonaptera,Tachinidae (dry pinned collection),Tachinidae,family,35048012dbfaad677040cf87eb8e5861,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,60000,Item count,60000,Medium,60000,Medium,5,5,4,4,4,1.06,4.35,5,3.88,4.84
8350,2480,Life Sciences,LS Insects,Diptera and Siphonaptera,Tachinidae (slide collection),Tachinidae,family,35048012dbfaad677040cf87eb8e5861,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,717,Item count,717,High,717,High,5,5,1,3,2,1,5,5,3.73,4.64
8351,2481,Life Sciences,LS Insects,Diptera and Siphonaptera,"Tachinidae (spirit collection, bulk samples & sorted)",Tachinidae,family,35048012dbfaad677040cf87eb8e5861,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,200,Item count,200,Medium,35,Medium,4.5,5,1,2,2,1,3.75,5,4,5
8352,2482,Life Sciences,LS Insects,Diptera and Siphonaptera,Axiniidae (dry pinned collection),Axiniidae,family,a92f6cfabaa6395d038412b81f7d771c,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,4,Item count,4,High,4,High,5,5,1,2,1,1,5,5,4,5
8353,2483,Life Sciences,LS Insects,Diptera and Siphonaptera,"Rhinophoridae (dry pinned collection, British)",Rhinophoridae,family,a92f6cfabaa6395d038412b81f7d771c,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,1400,Item count,1400,Medium,1400,Medium,5,5,5,5,2,3,5,5,4,5
8354,2484,Life Sciences,LS Insects,Diptera and Siphonaptera,Rhinophoridae (dry pinned collection),Rhinophoridae,family,a92f6cfabaa6395d038412b81f7d771c,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,1000,Item count,1000,Medium,1000,Medium,5,5,3,4,3.06,1,4.03,5,3.91,4.88
8355,2486,Life Sciences,LS Insects,Diptera and Siphonaptera,Rhinophoridae (slide collection),Rhinophoridae,family,a92f6cfabaa6395d038412b81f7d771c,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,18,Item count,18,High,18,High,5,5,1,3,2,1,5,5,2.65,3.2
8356,2487,Life Sciences,LS Insects,Diptera and Siphonaptera,"Sarcophagidae (dry pinned collection, British)",Sarcophagidae,family,1093fe05927e571c8ca26b2833263aec,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,11160,Item count,11160,Precise,11160,Precise,5,5,5,5,4,3.05,4.9,5,4,5
8357,2488,Life Sciences,LS Insects,Diptera and Siphonaptera,Sarcophagidae (dry pinned collection),Sarcophagidae,family,1093fe05927e571c8ca26b2833263aec,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,24300,Item count,24300,Medium,24300,Medium,4.98,5,3,4,5,3,4.01,5,3.94,4.92
8358,2490,Life Sciences,LS Insects,Diptera and Siphonaptera,Sarcophagidae (slide collection),Sarcophagidae,family,1093fe05927e571c8ca26b2833263aec,Catalogue of Life 2017,,,,,,Whole or partial organism,Microscope slide,Preparation - slide,,,567,Item count,567,High,567,High,5,5,1,3,3,1,5,5,3.64,4.52
8359,2491,Life Sciences,LS Insects,Diptera and Siphonaptera,"Sarcophagidae (spirit collection, bulk samples & sorted)",Sarcophagidae,family,1093fe05927e571c8ca26b2833263aec,Catalogue of Life 2017,,,,,,Whole or partial organism,Alcohol,Spirit,,,750,Item count,750,Medium,65,Medium,4.01,5,1,2,2,1,3.67,5,4,5
8360,2492,Life Sciences,LS Insects,Diptera and Siphonaptera,Sarcophagidae (SEM stubs),Sarcophagidae,family,1093fe05927e571c8ca26b2833263aec,Catalogue of Life 2017,,,,,,Partial organism,Sem stubs,Preparation - SEM stub,,,131,Item count,131,High,131,High,1,5,1,5,5,1,5,5,1,1
8361,2493,Life Sciences,LS Insects,Diptera and Siphonaptera,"Rhiniidae (dry pinned collection, British)",Rhiniidae,family,7999a3981ad8fea660bcd3b7212a9353,Catalogue of Life 2017,,,Europe,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,24,Item count,24,High,24,High,5,5,5,5,2,4,5,5,4,5
8362,2494,Life Sciences,LS Insects,Diptera and Siphonaptera,Rhiniidae (dry pinned collection),Rhiniidae,family,7999a3981ad8fea660bcd3b7212a9353,Catalogue of Life 2017,,,,,,Whole organisms,Dry pinned,Whole organisms - dry pinned,,,5800,Item count,5800,Medium,5800,Medium,5,5,4,4,3.16,1.04,4.04,5,3.88,4.84
